Description:           Daily Index of EDGAR Dissemination Feed
Last Data Received:    Jan  4, 2012
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
CIK|Company Name|Form Type|Date Filed|File Name
1000697|WATERS CORP /DE/|4|20120104|edgar/data/1000697/0001127602-12-000580.txt
1000697|WATERS CORP /DE/|4|20120104|edgar/data/1000697/0001127602-12-000584.txt
1000697|WATERS CORP /DE/|4|20120104|edgar/data/1000697/0001127602-12-000586.txt
1000753|INSPERITY, INC.|4|20120104|edgar/data/1000753/0001213913-12-000001.txt
1000753|INSPERITY, INC.|4|20120104|edgar/data/1000753/0001215256-12-000001.txt
1000753|INSPERITY, INC.|4|20120104|edgar/data/1000753/0001215256-12-000002.txt
1001039|WALT DISNEY CO/|4|20120104|edgar/data/1001039/0001225208-12-000669.txt
1001039|WALT DISNEY CO/|4|20120104|edgar/data/1001039/0001225208-12-000670.txt
1001039|WALT DISNEY CO/|4|20120104|edgar/data/1001039/0001225208-12-000671.txt
1001039|WALT DISNEY CO/|4|20120104|edgar/data/1001039/0001225208-12-000672.txt
1001039|WALT DISNEY CO/|4|20120104|edgar/data/1001039/0001225208-12-000673.txt
1001039|WALT DISNEY CO/|4|20120104|edgar/data/1001039/0001225208-12-000674.txt
1001039|WALT DISNEY CO/|4|20120104|edgar/data/1001039/0001225208-12-000675.txt
1001039|WALT DISNEY CO/|4|20120104|edgar/data/1001039/0001225208-12-000676.txt
1001039|WALT DISNEY CO/|4|20120104|edgar/data/1001039/0001225208-12-000677.txt
1001039|WALT DISNEY CO/|4|20120104|edgar/data/1001039/0001225208-12-000678.txt
1001039|WALT DISNEY CO/|4|20120104|edgar/data/1001039/0001225208-12-000679.txt
1001082|DISH Network CORP|4|20120104|edgar/data/1001082/0000904548-12-000002.txt
1001233|SANGAMO BIOSCIENCES INC|4|20120104|edgar/data/1001233/0001209191-12-001561.txt
1001233|SANGAMO BIOSCIENCES INC|5|20120104|edgar/data/1001233/0001209191-12-001555.txt
1001250|ESTEE LAUDER COMPANIES INC|3|20120104|edgar/data/1001250/0001001250-12-000006.txt
1001258|ASTA FUNDING INC|8-K|20120104|edgar/data/1001258/0001193125-12-002316.txt
1001288|LEXMARK INTERNATIONAL INC /KY/|4|20120104|edgar/data/1001288/0001225208-12-000228.txt
1001288|LEXMARK INTERNATIONAL INC /KY/|4|20120104|edgar/data/1001288/0001225208-12-000229.txt
1001288|LEXMARK INTERNATIONAL INC /KY/|4|20120104|edgar/data/1001288/0001225208-12-000230.txt
1001288|LEXMARK INTERNATIONAL INC /KY/|4|20120104|edgar/data/1001288/0001225208-12-000231.txt
1001288|LEXMARK INTERNATIONAL INC /KY/|4|20120104|edgar/data/1001288/0001225208-12-000232.txt
1001385|NORTHWEST PIPE CO|4|20120104|edgar/data/1001385/0001445525-12-000001.txt
1001385|NORTHWEST PIPE CO|4|20120104|edgar/data/1001385/0001445525-12-000002.txt
1001385|NORTHWEST PIPE CO|4|20120104|edgar/data/1001385/0001445525-12-000003.txt
1001385|NORTHWEST PIPE CO|4|20120104|edgar/data/1001385/0001445525-12-000004.txt
1001385|NORTHWEST PIPE CO|4|20120104|edgar/data/1001385/0001445525-12-000005.txt
1001385|NORTHWEST PIPE CO|4|20120104|edgar/data/1001385/0001445525-12-000006.txt
1001385|NORTHWEST PIPE CO|4|20120104|edgar/data/1001385/0001445525-12-000007.txt
1001385|NORTHWEST PIPE CO|4|20120104|edgar/data/1001385/0001445525-12-000008.txt
1001385|NORTHWEST PIPE CO|4|20120104|edgar/data/1001385/0001445525-12-000009.txt
1001391|DAVIDSON CHARLES E|4|20120104|edgar/data/1001391/0001140361-12-001014.txt
1001601|MGT CAPITAL INVESTMENTS INC|4|20120104|edgar/data/1001601/0001144204-12-000486.txt
1001601|MGT CAPITAL INVESTMENTS INC|4|20120104|edgar/data/1001601/0001144204-12-000491.txt
1002047|NetApp, Inc.|4|20120104|edgar/data/1002047/0001249323-12-000002.txt
1002047|NetApp, Inc.|8-K|20120104|edgar/data/1002047/0001193125-12-002216.txt
1002388|ACCELRYS, INC.|4|20120104|edgar/data/1002388/0001453727-12-000008.txt
1002517|Nuance Communications, Inc.|4|20120104|edgar/data/1002517/0001218324-12-000001.txt
1002517|Nuance Communications, Inc.|4|20120104|edgar/data/1002517/0001218326-12-000001.txt
1002517|Nuance Communications, Inc.|4|20120104|edgar/data/1002517/0001218326-12-000002.txt
1002517|Nuance Communications, Inc.|4|20120104|edgar/data/1002517/0001218330-12-000002.txt
1002517|Nuance Communications, Inc.|4|20120104|edgar/data/1002517/0001218331-12-000001.txt
1002517|Nuance Communications, Inc.|4|20120104|edgar/data/1002517/0001220636-12-000001.txt
1002517|Nuance Communications, Inc.|4|20120104|edgar/data/1002517/0001238606-12-000001.txt
1002517|Nuance Communications, Inc.|4|20120104|edgar/data/1002517/0001389175-12-000001.txt
1003130|LCA VISION INC|4|20120104|edgar/data/1003130/0001181431-12-000792.txt
1003130|LCA VISION INC|4|20120104|edgar/data/1003130/0001181431-12-000796.txt
1003130|LCA VISION INC|4|20120104|edgar/data/1003130/0001181431-12-000797.txt
1003130|LCA VISION INC|4|20120104|edgar/data/1003130/0001181431-12-000800.txt
1003130|LCA VISION INC|4|20120104|edgar/data/1003130/0001181431-12-000802.txt
1003295|RIPPS HAROLD W|4|20120104|edgar/data/1003295/0001225208-12-000589.txt
1003344|HEADWATERS INC|8-K|20120104|edgar/data/1003344/0001104659-12-000265.txt
1004315|NATIONAL GRID PLC|6-K|20120104|edgar/data/1004315/0001309014-12-000007.txt
1004440|CONSTELLATION ENERGY GROUP INC|4|20120104|edgar/data/1004440/0001181431-12-000892.txt
1004440|CONSTELLATION ENERGY GROUP INC|4|20120104|edgar/data/1004440/0001181431-12-000899.txt
1004440|CONSTELLATION ENERGY GROUP INC|4|20120104|edgar/data/1004440/0001181431-12-000904.txt
1004440|CONSTELLATION ENERGY GROUP INC|4|20120104|edgar/data/1004440/0001181431-12-000916.txt
1004440|CONSTELLATION ENERGY GROUP INC|4|20120104|edgar/data/1004440/0001181431-12-000921.txt
1004440|CONSTELLATION ENERGY GROUP INC|4|20120104|edgar/data/1004440/0001181431-12-000927.txt
1004440|CONSTELLATION ENERGY GROUP INC|4|20120104|edgar/data/1004440/0001181431-12-000954.txt
1004440|CONSTELLATION ENERGY GROUP INC|4|20120104|edgar/data/1004440/0001181431-12-000968.txt
1004440|CONSTELLATION ENERGY GROUP INC|4|20120104|edgar/data/1004440/0001181431-12-000973.txt
1004554|FARRELL THOMAS F II|4|20120104|edgar/data/1004554/0001182489-12-000006.txt
1004673|Entertainment Gaming Asia Inc.|4|20120104|edgar/data/1004673/0001179110-12-000147.txt
1004673|Entertainment Gaming Asia Inc.|4|20120104|edgar/data/1004673/0001179110-12-000149.txt
1004673|Entertainment Gaming Asia Inc.|4|20120104|edgar/data/1004673/0001179110-12-000150.txt
100505|U.S. SECURITIES, INTL. CORP.|FOCUSN|20111223|edgar/data/100505/9999999997-12-000057.txt
100505|U.S. SECURITIES, INTL. CORP.|X-17A-5|20111223|edgar/data/100505/9999999997-12-000058.txt
1005201|DEPOMED INC|3|20120104|edgar/data/1005201/0001179110-12-000226.txt
1005201|DEPOMED INC|4|20120104|edgar/data/1005201/0001179110-12-000228.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|4|20120104|edgar/data/1005284/0001005284-12-000002.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|4|20120104|edgar/data/1005284/0001005284-12-000003.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|4|20120104|edgar/data/1005284/0001005284-12-000004.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|4|20120104|edgar/data/1005284/0001005284-12-000005.txt
1005334|SANDERS HARVEY|4|20120104|edgar/data/1005334/0001005334-12-000001.txt
1005497|GREENE RONALD G|4|20120104|edgar/data/1005497/0001127602-12-000773.txt
1005547|NEHRA JOHN M|4|20120104|edgar/data/1005547/0001181431-12-001135.txt
1006045|IRIDEX CORP|8-K|20120104|edgar/data/1006045/0001193125-12-001934.txt
1006057|NOVICH NEIL S|4|20120104|edgar/data/1006057/0001181431-12-000515.txt
1006459|Homeland Security Capital CORP|8-K|20120104|edgar/data/1006459/0001104659-12-000336.txt
1006837|PRIMUS TELECOMMUNICATIONS GROUP INC|4|20120104|edgar/data/1006837/0001181431-12-000785.txt
1007547|KLAUSMEYER KEVIN|4|20120104|edgar/data/1007547/0001088033-12-000012.txt
1007932|DIXON ROSINA B|4|20120104|edgar/data/1007932/0001127602-12-000796.txt
1008086|PARSONS RICHARD D|4|20120104|edgar/data/1008086/0001181431-12-000723.txt
1008357|KODOSKY JEFFREY L|4|20120104|edgar/data/1008357/0001140361-12-001054.txt
1008544|MCCARTHY MICHAEL R|4|20120104|edgar/data/1008544/0000100885-12-000014.txt
1008586|STREAMLINE HEALTH SOLUTIONS INC.|4|20120104|edgar/data/1008586/0001209191-12-000892.txt
1008586|STREAMLINE HEALTH SOLUTIONS INC.|4|20120104|edgar/data/1008586/0001209191-12-000956.txt
1008586|STREAMLINE HEALTH SOLUTIONS INC.|4|20120104|edgar/data/1008586/0001209191-12-000991.txt
1008817|SAPIENT CORP|4|20120104|edgar/data/1008817/0001209191-12-001525.txt
100885|UNION PACIFIC CORP|4|20120104|edgar/data/100885/0000100885-12-000002.txt
100885|UNION PACIFIC CORP|4|20120104|edgar/data/100885/0000100885-12-000004.txt
100885|UNION PACIFIC CORP|4|20120104|edgar/data/100885/0000100885-12-000006.txt
100885|UNION PACIFIC CORP|4|20120104|edgar/data/100885/0000100885-12-000008.txt
100885|UNION PACIFIC CORP|4|20120104|edgar/data/100885/0000100885-12-000010.txt
100885|UNION PACIFIC CORP|4|20120104|edgar/data/100885/0000100885-12-000012.txt
100885|UNION PACIFIC CORP|4|20120104|edgar/data/100885/0000100885-12-000014.txt
100885|UNION PACIFIC CORP|4|20120104|edgar/data/100885/0000100885-12-000016.txt
100885|UNION PACIFIC CORP|4|20120104|edgar/data/100885/0000100885-12-000018.txt
100885|UNION PACIFIC CORP|4|20120104|edgar/data/100885/0000100885-12-000020.txt
100885|UNION PACIFIC CORP|4|20120104|edgar/data/100885/0000100885-12-000022.txt
100885|UNION PACIFIC CORP|4|20120104|edgar/data/100885/0000100885-12-000024.txt
1009001|CAMECO CORP|6-K|20120104|edgar/data/1009001/0001193125-12-001987.txt
1009139|RINGLER JAMES M|4|20120104|edgar/data/1009139/0001127602-12-000767.txt
1009139|RINGLER JAMES M|4|20120104|edgar/data/1009139/0001181431-12-000816.txt
1009262|LATEEF INVESTMENT MANAGEMENT, L.P.|SC 13G|20120104|edgar/data/1009262/0001009262-12-000001.txt
1009879|TISCH ANDREW H|4|20120104|edgar/data/1009879/0001209191-12-001469.txt
1009879|TISCH ANDREW H|4|20120104|edgar/data/1009879/0001209191-12-001665.txt
1009970|RIEDERER RICHARD K|4|20120104|edgar/data/1009970/0001209191-12-001677.txt
1010086|SIGA TECHNOLOGIES INC|4|20120104|edgar/data/1010086/0001140361-12-000805.txt
1010178|TISCH JAMES S|4|20120104|edgar/data/1010178/0001209191-12-001668.txt
1010178|TISCH JAMES S|4|20120104|edgar/data/1010178/0001231205-12-000016.txt
1011006|YAHOO INC|4|20120104|edgar/data/1011006/0001179110-12-000281.txt
1011006|YAHOO INC|4|20120104|edgar/data/1011006/0001179110-12-000282.txt
1011006|YAHOO INC|4|20120104|edgar/data/1011006/0001179110-12-000283.txt
1011006|YAHOO INC|4|20120104|edgar/data/1011006/0001179110-12-000285.txt
1011432|AUXILIO INC|4|20120104|edgar/data/1011432/0001140361-12-000564.txt
1011432|AUXILIO INC|4|20120104|edgar/data/1011432/0001140361-12-000571.txt
1011570|KNOLL INC|4|20120104|edgar/data/1011570/0001388038-12-000002.txt
1011657|TITANIUM METALS CORP|4|20120104|edgar/data/1011657/0001302221-12-000001.txt
1012346|STONE ROGER W|4|20120104|edgar/data/1012346/0001140361-12-000565.txt
1012477|FLAMEL TECHNOLOGIES SA|SC 13D/A|20120104|edgar/data/1012477/0001193805-12-000006.txt
1012477|FLAMEL TECHNOLOGIES SA|SC 13G/A|20120104|edgar/data/1012477/0000902664-12-000002.txt
1012569|Energy Transfer Partners, L.P.|4|20120104|edgar/data/1012569/0001181431-12-000735.txt
1012569|Energy Transfer Partners, L.P.|4|20120104|edgar/data/1012569/0001181431-12-000736.txt
1012569|Energy Transfer Partners, L.P.|4|20120104|edgar/data/1012569/0001181431-12-000738.txt
1012569|Energy Transfer Partners, L.P.|4|20120104|edgar/data/1012569/0001181431-12-000739.txt
1012569|Energy Transfer Partners, L.P.|8-K|20120104|edgar/data/1012569/0001193125-12-002306.txt
1012767|MARTINEZ ARTHUR C|4|20120104|edgar/data/1012767/0001209191-12-001128.txt
1012779|DAVIS WILLIAM L|4|20120104|edgar/data/1012779/0001225208-12-000241.txt
1012930|SLARK MARTIN P|4|20120104|edgar/data/1012930/0001140361-12-000732.txt
1013138|BREADY RICHARD L|4|20120104|edgar/data/1013138/0001140361-12-001068.txt
1013272|NORWOOD FINANCIAL CORP|4/A|20120104|edgar/data/1013272/0001140361-12-000465.txt
1013321|LOGAN GEORGE W|4|20120104|edgar/data/1013321/0001013321-12-000001.txt
1013488|BJs RESTAURANTS INC|4|20120104|edgar/data/1013488/0001181431-12-001101.txt
1013488|BJs RESTAURANTS INC|4|20120104|edgar/data/1013488/0001181431-12-001102.txt
1013488|BJs RESTAURANTS INC|4|20120104|edgar/data/1013488/0001181431-12-001103.txt
1013488|BJs RESTAURANTS INC|4|20120104|edgar/data/1013488/0001181431-12-001104.txt
1013488|BJs RESTAURANTS INC|4|20120104|edgar/data/1013488/0001181431-12-001105.txt
1013488|BJs RESTAURANTS INC|4|20120104|edgar/data/1013488/0001181431-12-001106.txt
1013488|BJs RESTAURANTS INC|4|20120104|edgar/data/1013488/0001181431-12-001107.txt
1013549|HEACOX ALBERT E|4|20120104|edgar/data/1013549/0000914062-12-000002.txt
101368|UNITED MEXICAN STATES|FWP|20120104|edgar/data/101368/0001193125-12-001774.txt
101382|UMB FINANCIAL CORP|4|20120104|edgar/data/101382/0001127602-12-000431.txt
1013871|NRG ENERGY, INC.|4|20120104|edgar/data/1013871/0001179110-12-000215.txt
1013871|NRG ENERGY, INC.|4|20120104|edgar/data/1013871/0001179110-12-000217.txt
1013871|NRG ENERGY, INC.|4|20120104|edgar/data/1013871/0001179110-12-000218.txt
1013871|NRG ENERGY, INC.|4|20120104|edgar/data/1013871/0001179110-12-000219.txt
1013871|NRG ENERGY, INC.|4|20120104|edgar/data/1013871/0001179110-12-000220.txt
1013871|NRG ENERGY, INC.|4|20120104|edgar/data/1013871/0001179110-12-000222.txt
1013947|MCGARVIE BLYTHE J|4|20120104|edgar/data/1013947/0001209191-12-001140.txt
1014051|TROUBH RAYMOND S|4|20120104|edgar/data/1014051/0001209191-12-001671.txt
1014138|LANGHAMMER FRED|4|20120104|edgar/data/1014138/0001225208-12-000675.txt
1014827|HARE STEPHEN E|4|20120104|edgar/data/1014827/0001225208-12-000497.txt
1015219|SPIEGEL JOHN W|4/A|20120104|edgar/data/1015219/0001123292-12-000049.txt
1015219|SPIEGEL JOHN W|4|20120104|edgar/data/1015219/0001123292-12-000057.txt
1015219|SPIEGEL JOHN W|4|20120104|edgar/data/1015219/0001225208-12-000590.txt
1015780|E TRADE FINANCIAL Corp|4|20120104|edgar/data/1015780/0001015780-12-000005.txt
1015780|E TRADE FINANCIAL Corp|4|20120104|edgar/data/1015780/0001015780-12-000006.txt
1015780|E TRADE FINANCIAL Corp|4|20120104|edgar/data/1015780/0001015780-12-000007.txt
101594|US ENERGY CORP|8-K|20120104|edgar/data/101594/0000101594-12-000003.txt
1016157|HILZ MARK T|4|20120104|edgar/data/1016157/0001437749-12-000056.txt
1016281|CARRIAGE SERVICES INC|4|20120104|edgar/data/1016281/0001209191-12-000826.txt
1016281|CARRIAGE SERVICES INC|4|20120104|edgar/data/1016281/0001209191-12-000827.txt
1016281|CARRIAGE SERVICES INC|4|20120104|edgar/data/1016281/0001209191-12-000848.txt
1016470|SRS LABS INC|4|20120104|edgar/data/1016470/0001179110-12-000143.txt
1016754|QUINN JAMES E|4|20120104|edgar/data/1016754/0001179110-12-000297.txt
1016832|SUTTON NICHOLAS J|4|20120104|edgar/data/1016832/0001144204-12-000547.txt
1017043|OBUS NELSON|4|20120104|edgar/data/1017043/0001232201-12-000002.txt
1017110|GENETHERA INC|4|20120104|edgar/data/1017110/0001284142-12-000001.txt
1017303|TRANSACT TECHNOLOGIES INC|4|20120104|edgar/data/1017303/0001486099-12-000001.txt
1017475|WOLTZ H O III|4|20120104|edgar/data/1017475/0001140361-12-000651.txt
1017491|APRICUS BIOSCIENCES, INC.|4|20120104|edgar/data/1017491/0001144204-12-000556.txt
1017491|APRICUS BIOSCIENCES, INC.|4|20120104|edgar/data/1017491/0001144204-12-000558.txt
1017491|APRICUS BIOSCIENCES, INC.|4|20120104|edgar/data/1017491/0001144204-12-000560.txt
1017491|APRICUS BIOSCIENCES, INC.|4|20120104|edgar/data/1017491/0001144204-12-000562.txt
1017491|APRICUS BIOSCIENCES, INC.|4|20120104|edgar/data/1017491/0001144204-12-000566.txt
1017491|APRICUS BIOSCIENCES, INC.|EFFECT|20120103|edgar/data/1017491/9999999995-12-000048.txt
1017552|SCHWARTZ BARRY F|4|20120104|edgar/data/1017552/0001104659-12-000460.txt
1017673|DOVER MOTORSPORTS INC|8-K|20120104|edgar/data/1017673/0001193125-12-002172.txt
1017712|HOT TOPIC INC /CA/|8-K|20120104|edgar/data/1017712/0001157523-12-000026.txt
101778|MARATHON OIL CORP|4|20120104|edgar/data/101778/0001209191-12-001563.txt
101778|MARATHON OIL CORP|4|20120104|edgar/data/101778/0001209191-12-001567.txt
101778|MARATHON OIL CORP|4|20120104|edgar/data/101778/0001209191-12-001574.txt
101778|MARATHON OIL CORP|4|20120104|edgar/data/101778/0001209191-12-001581.txt
101778|MARATHON OIL CORP|4|20120104|edgar/data/101778/0001209191-12-001586.txt
101778|MARATHON OIL CORP|4|20120104|edgar/data/101778/0001209191-12-001589.txt
101778|MARATHON OIL CORP|4|20120104|edgar/data/101778/0001209191-12-001595.txt
1017793|SUN BANCORP INC /NJ/|4|20120104|edgar/data/1017793/0001140361-12-000460.txt
1017972|GREENWALD GERALD|4|20120104|edgar/data/1017972/0001122304-12-000005.txt
1018003|INGRAM MICRO INC|4|20120104|edgar/data/1018003/0001179110-12-000286.txt
1018003|INGRAM MICRO INC|4|20120104|edgar/data/1018003/0001179110-12-000287.txt
1018003|INGRAM MICRO INC|4|20120104|edgar/data/1018003/0001179110-12-000288.txt
1018003|INGRAM MICRO INC|4|20120104|edgar/data/1018003/0001179110-12-000289.txt
1018003|INGRAM MICRO INC|4|20120104|edgar/data/1018003/0001179110-12-000290.txt
1018003|INGRAM MICRO INC|4|20120104|edgar/data/1018003/0001179110-12-000291.txt
1018003|INGRAM MICRO INC|4|20120104|edgar/data/1018003/0001179110-12-000292.txt
1018170|HARDING LOEVNER FUNDS INC|497K|20120104|edgar/data/1018170/0001193125-12-002121.txt
1018170|HARDING LOEVNER FUNDS INC|497K|20120104|edgar/data/1018170/0001193125-12-002127.txt
1018170|HARDING LOEVNER FUNDS INC|497K|20120104|edgar/data/1018170/0001193125-12-002129.txt
1018170|HARDING LOEVNER FUNDS INC|497K|20120104|edgar/data/1018170/0001193125-12-002134.txt
1018170|HARDING LOEVNER FUNDS INC|497K|20120104|edgar/data/1018170/0001193125-12-002135.txt
1018170|HARDING LOEVNER FUNDS INC|497K|20120104|edgar/data/1018170/0001193125-12-002139.txt
1018170|HARDING LOEVNER FUNDS INC|497K|20120104|edgar/data/1018170/0001193125-12-002142.txt
1018170|HARDING LOEVNER FUNDS INC|497K|20120104|edgar/data/1018170/0001193125-12-002143.txt
1018170|HARDING LOEVNER FUNDS INC|497K|20120104|edgar/data/1018170/0001193125-12-002144.txt
1018170|HARDING LOEVNER FUNDS INC|497K|20120104|edgar/data/1018170/0001193125-12-002150.txt
1018170|HARDING LOEVNER FUNDS INC|497|20120104|edgar/data/1018170/0001193125-12-002108.txt
1018196|VAGT ROBERT F|4|20120104|edgar/data/1018196/0001127602-12-000752.txt
1018211|GOULD PAUL A|4|20120104|edgar/data/1018211/0001181431-12-000881.txt
1018336|INFORMATION ARCHITECTS CORP|8-K|20120104|edgar/data/1018336/0001018336-12-000001.txt
1018396|MORSE JOHN B JR|4|20120104|edgar/data/1018396/0001181431-12-000658.txt
1018430|LEBENBERG MARGOT T|4|20120104|edgar/data/1018430/0001209191-12-001615.txt
1018538|WILENSKY GAIL R|4|20120104|edgar/data/1018538/0001209191-12-001396.txt
1018624|HARDIS STEPHEN R|4|20120104|edgar/data/1018624/0001225208-12-000228.txt
1018925|BIGGINS J VERONICA|4|20120104|edgar/data/1018925/0001219998-12-000003.txt
1018972|NUVEEN MULTISTATE TRUST I|497|20120104|edgar/data/1018972/0001193125-12-001839.txt
1018973|NUVEEN MULTISTATE TRUST IV|497|20120104|edgar/data/1018973/0001193125-12-001843.txt
1018975|NUVEEN MULTISTATE TRUST II /MA/|497|20120104|edgar/data/1018975/0001193125-12-001840.txt
1018982|ANDERSON REUBEN V|4|20120104|edgar/data/1018982/0001127602-12-000699.txt
1019002|LODGE H CABOT III|4|20120104|edgar/data/1019002/0001193805-12-000012.txt
1019343|FRENCH DONALD A|4|20120104|edgar/data/1019343/0000315449-12-000001.txt
1019361|ROFIN SINAR TECHNOLOGIES INC|4|20120104|edgar/data/1019361/0001019361-12-000001.txt
1019421|FAYARD GARY P|4|20120104|edgar/data/1019421/0001127602-12-000662.txt
1019424|IVESTER M DOUGLAS|4/A|20120104|edgar/data/1019424/0001123292-12-000047.txt
1019424|IVESTER M DOUGLAS|4|20120104|edgar/data/1019424/0000750556-12-000008.txt
1019424|IVESTER M DOUGLAS|4|20120104|edgar/data/1019424/0001123292-12-000051.txt
1020017|INX Inc|4|20120104|edgar/data/1020017/0001437749-12-000056.txt
1020017|INX Inc|4|20120104|edgar/data/1020017/0001437749-12-000057.txt
1020017|INX Inc|4|20120104|edgar/data/1020017/0001437749-12-000058.txt
1020017|INX Inc|4|20120104|edgar/data/1020017/0001437749-12-000060.txt
1020017|INX Inc|4|20120104|edgar/data/1020017/0001437749-12-000062.txt
1020017|INX Inc|4|20120104|edgar/data/1020017/0001437749-12-000069.txt
1020017|INX Inc|4|20120104|edgar/data/1020017/0001437749-12-000070.txt
1020017|INX Inc|4|20120104|edgar/data/1020017/0001437749-12-000087.txt
1020017|INX Inc|4|20120104|edgar/data/1020017/0001437749-12-000143.txt
1020017|INX Inc|4|20120104|edgar/data/1020017/0001437749-12-000147.txt
1020264|ISDELL E NEVILLE|4|20120104|edgar/data/1020264/0001127602-12-000677.txt
1020567|TATLOCK ANNE M|4|20120104|edgar/data/1020567/0001225208-12-000394.txt
1020660|NUVEEN MUNICIPAL TRUST/MA|497|20120104|edgar/data/1020660/0001193125-12-001837.txt
1020661|NUVEEN  MULTISTATE TRUST III|497|20120104|edgar/data/1020661/0001193125-12-001842.txt
1021056|CROWE JEFFREY C|4|20120104|edgar/data/1021056/0000920527-12-000004.txt
1021330|PRUCO LIFE INURANCE CO OF NEW JERSEY FLXBL PRMIUM VAR ANN AC|497|20120104|edgar/data/1021330/0000881453-12-000030.txt
1021330|PRUCO LIFE INURANCE CO OF NEW JERSEY FLXBL PRMIUM VAR ANN AC|497|20120104|edgar/data/1021330/0000881453-12-000031.txt
1021330|PRUCO LIFE INURANCE CO OF NEW JERSEY FLXBL PRMIUM VAR ANN AC|497|20120104|edgar/data/1021330/0000881453-12-000032.txt
1021330|PRUCO LIFE INURANCE CO OF NEW JERSEY FLXBL PRMIUM VAR ANN AC|497|20120104|edgar/data/1021330/0000881453-12-000034.txt
1021572|FORD GERALD J|4|20120104|edgar/data/1021572/0001104659-12-000456.txt
1021572|FORD GERALD J|4|20120104|edgar/data/1021572/0001246360-12-000048.txt
1021572|FORD GERALD J|4|20120104|edgar/data/1021572/0001246360-12-000056.txt
1021592|BELLUCK DAVID L|4|20120104|edgar/data/1021592/0001209191-12-001254.txt
1021635|OGE ENERGY CORP.|4|20120104|edgar/data/1021635/0001140361-12-000915.txt
1021635|OGE ENERGY CORP.|4|20120104|edgar/data/1021635/0001140361-12-000920.txt
1021635|OGE ENERGY CORP.|4|20120104|edgar/data/1021635/0001140361-12-000923.txt
1021635|OGE ENERGY CORP.|4|20120104|edgar/data/1021635/0001140361-12-000927.txt
1021635|OGE ENERGY CORP.|4|20120104|edgar/data/1021635/0001140361-12-000931.txt
1021635|OGE ENERGY CORP.|4|20120104|edgar/data/1021635/0001140361-12-000936.txt
1021635|OGE ENERGY CORP.|4|20120104|edgar/data/1021635/0001140361-12-000939.txt
1021635|OGE ENERGY CORP.|4|20120104|edgar/data/1021635/0001140361-12-000944.txt
1021635|OGE ENERGY CORP.|4|20120104|edgar/data/1021635/0001140361-12-000946.txt
1021635|OGE ENERGY CORP.|4|20120104|edgar/data/1021635/0001140361-12-000949.txt
1021635|OGE ENERGY CORP.|4|20120104|edgar/data/1021635/0001140361-12-000952.txt
1021635|OGE ENERGY CORP.|4|20120104|edgar/data/1021635/0001140361-12-000955.txt
1021635|OGE ENERGY CORP.|4|20120104|edgar/data/1021635/0001140361-12-000957.txt
1021635|OGE ENERGY CORP.|4|20120104|edgar/data/1021635/0001140361-12-000959.txt
1021635|OGE ENERGY CORP.|4|20120104|edgar/data/1021635/0001140361-12-000960.txt
1022079|QUEST DIAGNOSTICS INC|4|20120104|edgar/data/1022079/0001127602-12-000583.txt
