twtr	1418091
vrtx	875320
ubs	1610520
fcx	831259
bsx	885725
roku	1428439
olcly	1545460
cfruy	948401
tak	1395064
csuay	1445470
zijmy	1459580
vlvly	753762
pbr	1119639
pltr	1321655
ntoiy	1436791
bmo	927971
etn	1551182
ew	1099800
puk	1116578
nxpi	1413447
mco	1059556
emr	32604
aon	315293
pgr	80661
phg	313216
tal	1499620
pdrdy	899108
pins	1506293
met	1099219
crwd	1535527
stla	1605484
noc	1133421
fanuy	1446596
regn	872589
vod	839923
gwlly	1536278
hum	49071
lzagy	1446711
dnzoy	1446598
smfg	1022837
race	1648416
klac	319201
dg	29534
cvna	1690820
bx	1393818
cp	16875
bcmxy	1447011
gd	40533
hmc	715153
relx	929869
lvs	1300514
mnst	865752
wfafy	1436381
epd	1061219
wm	823768
docu	1261333
f	37996
dow	1751788
mar	1048286
nem	1164727
idxx	874716
algn	1097149
itocy	355363
khc	1637459
danoy	1048515
chwy	1766502
jmhly	870016
bili	1723690
kdp	1418135
veev	1393052
kmb	55785
gld	1222333
vnja	1532383
amx	1129137
biib	875045
rost	745732
stz	16918
eric	717826
tel	1385157
abev	1565025
knyjy	1436793
itub	1132597
hnnmy	1396282
trp	1232384
aptv	1521332
ing	1039765
wba	1618921
ahchy	1448987
lulu	1397187
ebay	1065088
mchp	827054
tme	1744676
mtch	891103
psa	1393311
ngg	1004315
zg	1617640
ea	712515
cm	1045520
viac	813828
rkt	1805284
crary	1279967
jci	833444
vwdry	1330306
rop	882835
cmg	1058090
e	1002242
syy	96021
ttd	1671933
bax	10456
tri	1075124
dxcm	1093557
exc	1109357
lhx	202058
sxyay	1575851
bce	718940
lu	1816007
vivhy	1127055
tdoc	1477449
aph	820313
ctsh	1058290
snps	883241
bk	1390777
dlr	1297996
eog	821189
slb	87347
mfg	1335730
aig	5272
aep	4904
jshly	879875
lyg	1160106
mfc	1086888
ecify	1387438
htht	1483994
a	1090872
schyy	1491703
bcs	312069
dd	1666700
trv	86312
panw	1327567
cdns	813672
stm	932787
pton	1639825
spg	1063761
trow	1113169
vonoy	1652630
cmi	26172
gvdny	1121631
psx	1534701
gold	756894
tt	1466258
ph	76334
iqv	1478242
info	1598014
bbva	842180
bbd	1160330
gelyy	1474968
ctas	723254
rng	1384905
mpc	1510295
mtcpy	1159204
okta	1660134
ovchy	1448817
sre	1032208
alc	1167379
lbrda	1611983
svndy	1359519
hpq	47217
iff	51253
pdypy	1627168
ctva	1755672
crh	849395
csgp	1057352
lyb	1489393
kmi	1506307
gis	40704
hcmly	948696
cs	1159510
pru	1137774
msci	1408198
afl	4977
alxn	899866
cnc	1071739
cmaky	1453056
chcjy	1495687
cnq	1017413
rht	1087423
mrvl	1058057
hlt	1585689
zbh	1136869
lgfry	1554394
anss	1013462
clpby	1294325
pcar	75362
cjpry	1334687
payx	723531
xel	72903
carr	1783180
luv	92380
tdg	1260221
xlnx	743988
ntr	1725964
orly	898173
all	899051
ppg	79879
adm	7084
wit	1123799
vfc	103379
u	1810806
yum	1041061
ibkr	1381197
oran	1038143
edu	1372920
su	311337
alpmy	1446390
nwg	844150
crbjy	1454471
rlx	1828365
zto	1677250
hsy	47111
trumy	1446672
amady	1502104
msi	68505
dal	27904
dboey	1437147
ddog	1561550
swks	4127
vrsk	1442145
vlo	1035002
bby	764478
pxd	1038357
cht	1132924
rprx	1802768
yahoy	1446437
kbcsy	1411133
bgne	1651308
oaofy	1058255
arzgy	1379235
rdsmy	1339422
slf	1097362
dfs	1393612
frc	1132979
well	766704
glw	24741
rmd	943819
wltw	1140536
ccl	815097
bll	9389
peg	788784
asazy	1253493
sbac	1034054
khngy	1451287
zs	1713683
sgen	1060736
rsg	1060391
rok	1024478
mck	927653
egrny	1595085
dhi	882184
ckhuy	1637120
weicy	1452191
aonny	1300175
swk	93556
sivb	719739
wmb	107263
ftnt	1262039
ame	1037868
codyy	1012037
zlndy	1638747
bntx	1776985
tyidy	1130894
awk	1410636
w	1616707
otis	1781335
ejpry	1093028
xpev	1810997
azo	866787
stne	1745431
afrm	1820953
es	72741
cgemy	1084656
etsy	1370637
bfa	14693
fast	815556
tu	868675
cprt	900075
wy	106535
gctay	1158089
mtd	1037646
amp	820027
ctryy	1462886
bsbr	1471055
unicy	1095054
kkr	1404912
zbra	877212
rweoy	939380
mga	749098
mgddy	896076
splk	1353283
plug	1093691
len	920760
wcn	1318220
wec	783325
stt	93751
yumc	1673358
mt	1243429
keys	1601046
dia	1041130
ec	1444406
kr	56873
mxim	743316
hrl	48465
mdy	936958
mplx	1552000
xp	1787425
cbre	1138118
gmab	1434265
li	1791706
bkr	1701605
tsn	100493
eqr	906107
siri	908937
ashty	1518258
fmx	1061736
avb	915912
work	1764925
fitb	35527
odfl	878927
coup	1385867
etp-pc	1161154
saxpy	1436778
vips	1529192
dltr	935703
oxy	797468
db	1159508
poahy	1450346
hubs	1404655
grmn	1121788
cabhf	1436647
cuk	1125259
tef	814052
umc	1033767
tscdd	885834
net	1477333
disca	1437107
exas	1124140
gasny	1269920
ccep	1650107
lh	920148
flt	1175454
tcom	1269238
dte	936340
mdb	1441816
dkng	1772757
clx	21076
futu	1754581
qs	1811414
gsx	1768259
ajg	354190
yndx	1513845
gwlif	850918
xm	1747748
ssmxy	1517231
ed	1047862
ndaq	1120193
o	726728
expe	1324424
ftch	1740915
caj	16988
nok	924613
payc	1590955
otsky	1544613
cdw	1402057
ryaay	1038683
szkmy	1263521
fojcy	1436740
ftv	1659166
syf	1601712
are	1035443
pcg	1004980
mkc	63754
rci	733099
anet	1596532
smnny	1640117
fnv	1456346
iac	1800227
cicoy	1445161
tlk	1001807
ter	97210
gbery	1179029
sgsoy	1069347
ttwo	946581
vrsn	1014473
abc	1140859
cern	804753
enph	1463101
ztcoy	1445156
mtsfy	1446641
cncn	1191334
uri	1067701
haity	1553473
vmc	1396009
baesy	895564
gnrc	1474735
ppl	922224
ui	1511737
svnly	1448613
eix	827052
fms	1333141
wdc	106040
efx	33185
cnhi	1567094
mktx	1278021
oke	1039684
epam	1352010
rcl	884887
cha	1191255
mlm	916076
k	55067
rnecy	1246135
ix	1070304
ntrs	73124
vtr	740260
et	1276187
wst	105770
foxa	1754301
thlly	1722401
hes	4447
cghly	1550635
key	91576
zi	1794515
cqp	1383650
mtb	36270
rf	1281761
tlpfy	1450682
gww	277135
nrily	1179493
akzoy	3124
chd	313927
gds	1526125
qrvo	1604778
fandy	1454175
suz	909327
ctlt	1596783
logi	1032975
gdrx	1809519
ip	51434
ksu	54480
kmx	1170010
gib	1061574
cvac	1809122
txg	1770787
holx	859737
coo	711404
tsco	916365
pags	1712807
pkx	889132
lyv	1335258
vtrs	1792044
ucbjy	1290640
hal	45012
xngsy	1454948
hpe	1645590
iq	1722608
wmg	1319161
wix	1576789
tyl	860731
qsr	1618756
mgm	789570
fts	1666175
hznp	1492426
ulta	1403568
cfg	759944
nvcr	1645113
fe	1031296
lyft	1759509
imbby	1072670
nmr	1163653
penn	921738
ir	1699150
argx	1697862
alb	915913
hig	874766
frrvy	1438571
alsmy	1062066
bio	12208
trmb	864749
nue	73309
sbhmy	1604982
tfx	96943
aee	1002910
zen	1463172
aes	874761
xyl	1524472
wpm	1323404
amcr	1748790
etr	65984
clvt	1764046
zlioy	1546084
czr	1590895
dri	940944
nvzmy	1131345
incy	879169
dov	29905
snn	845982
burl	1579298
chu	1113866
stx	1137789
wat	1000697
lng	3570
alny	1178670
rol	84839
snmry	1437771
sgioy	1281721
ess	920522
nvr	906163
ssnc	1402436
tlsny	1169870
open	1801169
br	1383312
ppccy	1446747
dish	1001082
lsxma	1560385
caixy	1535628
podd	1145197
sonvy	1450681
mpwr	1280452
cag	23217
hei	46619
invh	1687229
iau	1278680
ptc	857005
on	1097864
ctxs	877890
asx	1122411
prdsy	1527249
imo	49938
tru	1552033
syiey	1444718
nvax	1000694
it	749251
rjf	720005
bpy	1545772
nipnf	72127
sui	912593
avtr	1722482
peak	765880
chkp	1015922
pfg	1126328
whlkf	1449594
var	203527
monoy	1583055
tif	98246
hdely	1400691
szlmy	1438844
gh	1576280
akam	1086222
ally	40729
tw	1758730
ntap	1002047
maa	912595
exr	1289490
hban	49196
cms	811156
atus	1702780
expd	746515
skm	1015650
ce	1306830
iep	813762
bip	1406234
atasy	1437775
cinf	20286
ual	100517
dgx	1022079
grfs	1438569
jbht	728535
emn	915389
cah	721371
nice	1003935
sqm	909037
dqjcy	1446597
vici	1705696
dre	783280
kb	1445930
omc	29989
aem	2809
gpc	40987
swgay	1438845
pba	1546066
j	52988
shg	1263043
bxp	1037540
ste	1757898
wish	1822250
mkl	1096343
iex	832101
sedg	1419612
kkpny	1001474
cciv	1811210
cgnx	851205
wpp	806968
ttm	926042
ldos	1336920
lbtya	1570585
bmrn	1048477
tdy	1094285
nngry	1690981
fujhy	800364
wynn	1174922
tech	842023
ckisy	1065989
abmd	815094
pki	31791
cve	1475260
cjewy	1555574
ophly	940821
chgg	1364954
pubgy	1050952
elan	1739104
smmyy	1551402
dpz	1286681
avy	8818
dvn	1090012
acgl	947484
viv	1066119
dt	1773383
zlab	1704292
bill	1786352
osh	1564406
ednmy	1581671
crl	1100682
lb	701985
avlr	1348036
entg	1101302
wab	943452
mas	62996
cpb	16732
cgc	1737927
gddy	1609711
umicy	1477038
jxhly	1487533
yasky	1559460
kep	887225
ben	38777
cday	1725057
masi	937556
nwsa	1564708
agr	1634997
fmc	37785
znh	1041668
estc	1707753
kikoy	1446656
ihg	858446
ozon	1822829
cck	1219601
cree	895419
fico	814547
ysg	1819580
sbsw	1786909
sbysf	1783546
appn	1441683
alfvy	863344
erie	922621
jhx	1159152
kc	1795589
l	60086
wb	1595761
jbaxy	1475011
fosuy	1462456
ndeky	353991
lumn	18926
aal	6201
bro	79282
eqh	1333986
moh	1179929
dvcmy	1163417
szsay	1444147
rnlsy	1416039
bap	1001290
nuan	1002517
cxo	1358071
uwmc	1783398
maruy	801645
siely	1453732
cg	1527166
ppd	1793294
sjm	91419
mpw	1287865
pkg	75677
smfky	1537547
pltk	1828016
sam	949870
pool	945841
znga	1439404
ntco	1776967
udr	74208
mtuay	1342237
has	46080
smg	825542
coihy	1513977
amigy	1438930
run	1469367
bsy	1031308
qgen	1015820
psmmy	1439580
hwm	4281
mtn	812011
otex	1002638
ndvly	800928
teck	886986
mhk	851968
ranjy	1112439
bntgy	1533945
iktsy	1444714
clpxy	1490083
bki	1627014
ipgp	1111928
teva	818686
bep	1533232
cgasy	1555207
whr	106640
ai	1577526
wrb	11544
phm	822416
fbhs	1519751
wpc	1025378
cnpay	1450278
cabo	1632127
chrw	1043277
cchgy	1558633
cna	21175
aeoxf	1450280
fnf	1331875
sklz	1801661
nlok	849399
gjnsy	1531384
xpo	1166003
evrg	1711269
ffiv	1048695
pega	1013857
lkq	1065696
apo	1411494
lw	1679273
lnt	352541
hst	1070750
ggg	42888
nly	1043219
cheoy	1453930
sbny	1288784
jkhy	779152
enia	912505
trex	1069878
xray	818479
wrk	1732845
fds	1013237
rgen	730272
kotmy	1543727
ato	731802
ipxhy	1309035
txt	217346
bch	1161125
xyigy	1508669
tpr	1116132
plan	1540755
curlf	1756770
vst	1692819
cnp	1130310
mos	1285785
els	895417
uhs	352915
rmyhy	1636804
bhc	885590
wlk	1262823
smtoy	95227
spce	1706946
stbfy	1587200
fivn	1288847
iclr	1060955
aap	1158449
wtrg	78128
ggdvy	925428
bg	1144519
lnc	59558
lii	1069202
bwa	908255
frfhf	915191
dva	927066
dar	916540
bsac	1027552
abcl	1703057
shcay	800840
pwr	1050915
fang	1539838
axon	1069183
ttc	737758
ach	1161611
iliay	1570932
ts	1190723
rpm	110621
abmrf	1784384
ndsn	72331
lpla	1397911
uhal	4457
pcty	1591698
bah	1443646
five	1177609
cea	1030475
ubsfy	1446702
fyrty	1452190
sna	91440
crsp	1674416
ivz	914208
nbix	914475
ahexy	1446251
azpn	929940
ipg	51644
rdy	1135951
shmay	1555379
gwre	1528396
cboe	1374310
vedl	1370431
nwl	814453
cpt	906345
rh	1528849
fnd	1507079
lea	842162
uelmo	100826
pen	1321732
gl	320335
lazr	1758057
dox	1062579
mrtx	1576263
bfam	1437578
glpi	1575965
hrgly	1528651
cf	1324404
japsy	318269
wex	1309108
aos	91142
ewbc	1069157
slfpy	1370418
morn	1289419
fvrr	1762301
aeg	769218
wilyy	1436673
dnb	1799208
efgsy	1445153
emraf	1127248
yy	1530238
alle	1579241
mgp	1656936
kl	1713443
expi	1495932
lad	1023128
amh	1562401
wu	1365135
oled	1005284
tap	24545
aqn	1174169
bbio	1743881
wsm	719955
ksryy	1668501
wynmy	1480134
rare	1515673
armk	1584509
hubb	48898
re	1095073
rdfn	1382821
brkr	1109354
rohcy	1442653
gfl	1780232
smar	1366561
rdeiy	1438654
lspd	1823306
cx	1076378
afg	1042046
dlb	1308547
mmp	1126975
cma	28412
mdiby	1379481
ntra	1604821
agco	880266
iaugy	1206571
bynd	1655210
wso	105016
gbtc	1588489
hsic	1000228
levi	94845
cold	1455863
oukpy	1436786
amed	896262
cms-pb	201533
dbx	1467623
fate	1434316
kof	910631
st	1477294
wal	1212545
sid	1049659
pnr	77360
deck	910521
ua	1336917
gps	39911
flex	866374
mnso	1815846
fhn	36966
mksi	1049502
fslr	1274494
rhi	315213
irm	1020569
iivi	820318
sgpyy	1253494
dada	1793862
reg	910606
mlco	1381640
lnegy	1437041
aseky	1450206
sjr	932872
nclh	1513761
nrg	1013871
jazz	1232524
slv	1330568
sgfy	1828182
ath	1527469
dnfgy	1454473
grpty	1395167
agnc	1423689
rp	1286225
stld	1022671
ccozy	1398879
lamr	1090425
kss	885639
arwr	879407
au	1067428
ohi	888491
ni	1111711
surry	1556607
y	775368
vir	1706431
stor	1538990
kgc	701818
zion	109380
acsay	1448375
gntx	355811
chdn	20212
mrvi	1823239
cbsh	22356
clf	764065
fsly	1517413
iphi	1160958
oc	1370946
nyt	71691
rs	861884
bldp	1453015
magoy	1437144
nfe	1749723
rl	1037038
nvta	1501134
tpl	1811074
phys	1477049
xlrn	1280600
jll	1037976
clr	732834
glob	1557860
cib	1071371
bldr	1316835
sci	89089
h	1468174
prymy	1437672
klycy	1449614
cien	936395
wfg	1402388
rga	898174
tdhoy	1288098
nlsn	1492633
acm	868857
atr	896622
tixt	1825155
hegiy	1449217
pnw	764622
mstr	1050446
ugi	884614
ev	350797
zayo	1608249
tokuy	1131652
usfd	1665918
jsgry	1442656
seic	350894
mcfe	1783317
asnd	1612042
ssl	314590
atdry	1647435
ebr	1439124
asgly	7646
iaa	1745041
shwgy	1505223
prah	1613859
asomy	1492075
alv	1034670
manh	1056696
ver	1507385
rnr	913144
mro	101778
nkla	1731289
cone	1553023
adt	1703056
sc	1580608
sommy	1409236
acad	1070494
eeft	1029199
bepc	1791863
ehc	785161
bmrry	1671235
jnpr	1043604
csl	790051
dnli	1714899
kim	879101
alk	766421
arcc	1287750
sfix	1576942
api	1802883
lpl	1290109
ions	874015
sdgr	1490978
vno	899689
pso	938323
lmnd	1691421
adpt	1478320
bmbl	1830043
uthr	1082554
frt	34903
synh	1610950
dci	29644
hii	1501585
nnn	751364
aci	1646972
mbt	1115837
pbct	1378946
ttek	831641
isuzy	763665
midd	769520
arw	7536
che	19584
tiscy	773917
rtmvy	1516536
casy	726958
pfpt	1212458
fcnca	798941
shc	1822479
dseey	1481045
bery	1378992
ocft	1780531
cd	1807192
ggb	1073404
g	1398659
angi	1705110
qtwo	1410384
wwd	108312
gtbif	1795139
pii	931015
icl	941221
gfi	1172724
wms	1604028
pfgc	1618673
knx	1492691
onem	1404123
aiz	1267238
voya	1535929
cae	1173382
cog	858470
jef	96223
paas	771992
ncno	1566895
azek	1782754
aval	1504764
rcm	1472595
rgld	85535
ares	1176948
sjmhy	1599962
pacb	1299130
flir	354908
shpmy	1570300
apa	6769
pstg	1474432
clzny	1366235
cpri	1530721
slab	1038074
hrc	47518
cube	1298675
kajmy	1446660
sana	1770121
shtdy	1556605
bl	1666134
warfy	901684
osk	775158
plnt	1637207
ayx	1689923
suopy	1347141
chng	1756497
fupby	1534043
vrt	1674101
woof	1826470
bgaoy	1325378
pe	1594466
mp	1801368
apps	317788
krc	1025996
site	1650729
bc	14930
tcf	19612
trgp	1389170
itt	216228
crcby	1553915
pvh	78239
vlpny	1378984
qdel	353569
avir	1593899
leco	59527
pb	1068851
exel	939767
colm	1050797
hmtly	353990
dct	1160951
aacay	1447647
mgni	1595974
tpx	1206264
lite	1633978
hllgy	1674534
vrns	1361113
lfus	889331
axta	1616862
mat	63276
tfii	1588823
bsmx	1698287
roymy	1592438
msa	66570
ntnx	1618732
see	1012100
twst	1581280
bncdy	1667075
dks	1089063
wes	1423902
cfr	39263
airc	1820877
huya	1728190
bld	1633931
hae	313143
omf	1584207
jbl	898293
dq	1477641
dxc	1688568
shls	1831651
fsv	1637810
tol	794170
halo	1159036
hocff	1450349
srpt	873303
allk	1564824
vac	1524358
gwph	1351288
rexr	1571283
hqy	1428336
htcmy	1446648
ccj	1009001
amwl	1393584
tmx	1428875
an	350698
cakfy	1446707
beam	1745999
mtz	15615
lscc	855658
mdla	1540184
lhcg	1303313
ffin	36029
stwd	1465128
four	1794669
gwr	1012620
tho	730263
gmed	1237831
snv	18349
sf	720672
clgx	36047
byd	906553
hbi	1359841
wrtby	1436771
hun	1307954
cdk	1609702
iova	1425205
post	1530950
txrh	1289460
upwk	1627475
yeti	1670592
lsi	944314
itvpy	1283708
dooo	1748797
kod	1468748
oge	1021635
felty	1447250
vrm	1580864
srcl	861878
tx	1342874
zhuzy	1556616
wf	1264136
faf	1472787
coty	1024305
pnfp	1115055
tgtx	1001316
vopky	1452188
rykky	1592049
son	91767
paa	1070423
neo	1077183
reyn	1786431
lstr	853816
hfc	48039
grub	1594109
cybr	1598110
nvst	1757073
asan	1477720
apha	1733418
cohr	21510
gshd	1726978
chh	1046311
ori	74260
hwdjy	1563177
acc	1283630
amg	1004434
aer	1378789
ogfgy	845033
mituy	1446420
cacc	885550
wsc	1647088
frpt	1611647
hta	1360604
eslt	1027664
snphy	1501108
bokf	875357
wh	1722684
trip	1526520
psxp	1572910
bb	1070235
insp	1609550
asmvy	1447945
olli	1639300
brks	933974
timb	1826168
brx	1581068
nati	935494
irdm	1418819
tuify	1342875
bj	1531152
diisy	1563255
ssb	764038
caci	16058
ingr	1046257
malry	1537280
jwn	72333
psth	1811882
ora	1296445
ovv	1792580
skx	1065837
osagy	1603194
mrwsy	1446128
nov	1021860
shmuy	1564228
cnxc	1803599
jblu	1158463
phi	78150
iart	917520
foxf	1424929
nvro	1444380
tndm	1438133
fcel	886128
amkr	1047127
prgo	1585364
sekey	1261759
leg	58492
spwr	867773
tkr	98362
pac	1347557
mdu	67716
pri	1475922
hele	916789
bpmc	1597264
tfsl	1381668
evbg	1437352
slm	1032033
nxst	1142417
frog	1800667
kzmyy	1438929
nep	1603145
rba	1046102
medp	1668397
fl	850209
tptx	1595893
mpfry	1417695
nycb	910073
crox	1334036
glpg	1421876
ektay	1451160
rbc	82811
algm	866291
upst	1647639
powi	833640
cert	1827090
egp	49600
dm	1754820
appf	1433195
kt	892450
ppc	802481
fr	921825
bwxt	1486957
saia	1177702
brthy	14595
rxn	1439288
man	871763
hhc	1498828
tcnnf	1754195
enggy	1446294
nari	1531048
qrtea	1355096
bpop	763901
saic	1571123
hog	793952
omcl	926326
cmhhy	1446751
tnet	937098
unm	5513
orcc	1655888
hnp	929058
aemmy	1437776
verx	1806837
staa	718937
krnt	1625791
thc	70318
gil	1061894
ozk	1569650
abcm	1492074
hlf	1180262
pag	1019849
cfx	1420800
kwr	81362
btg	1429937
wk	1445305
xec	1168054
gfszy	1438927
upchy	1447772
sail	1627857
al	1487712
cnvvy	1694271
exp	918646
dei	1364250
drvn	1804745
ash	1674862
mpln	1793229
virt	1592386
enic	1659939
ebs	1367644
shi	908732
vnt	1786842
tkc	1071321
asr	1123452
dava	1656081
eme	105634
cor	1490892
gbci	868671
mms	1032220
esgr	1363829
fls	30625
cuz	25232
hlne	1433642
shak	1620533
x	1163302
mzday	1447122
asgn	890564
iipr	1677576
lope	1434588
kmpr	860748
lpx	60519
dsgx	1050140
stag	1479094
gtls	892553
goos	1690511
fsr	1720990
jhg	1274173
sepjy	1518521
swi	1739942
vnet	1508475
ddd	910638
cldr	1535379
fhtf	1764443
gtes	1718512
oln	74303
smtc	88941
vly	714310
sbs	1170858
cr	25445
nkrky	1436790
expo	851520
crus	772406
posh	1825480
pk	1617406
src	1308606
adrzy	1436467
tdc	816761
aciw	935036
eqt	33213
bzzuy	1437774
uso	1327068
roll	1324948
wbs	801337
cw	26324
acia	1651235
vmi	102729
cvet	1752836
arry	1820721
slqt	1794783
jcom	1084048
novt	1076930
esnt	1448893
ryn	52827
lanc	57515
npsky	354470
xrx	1770450
doyu	1762417
evr	1360901
dufry	1546354
feye	1370880
ccmp	1102934
allo	1737287
ubsi	729986
lpro	1806201
tnl	1361658
pbsfy	1137849
be	1664703
msm	1003078
m	794367
cit	1171825
rli	84246
bhvn	1689813
sage	1597553
prsp	1724670
clh	822818
msgs	1636519
bbavy	1399224
sdc	1775625
fgen	921299
sabr	1597033
ftdr	1727263
flo	1128928
ard	1689662
goco	1808220
hcm	1648257
meggy	1487786
alrm	1459200
cbpo	1369868
ccxi	1340652
achc	1520697
bigc	1626450
raas	1804583
syna	817720
aa	1675149
ncr	70866
nk	1326110
jmia	1756708
irtc	1388658
lesl	1821806
fizz	69891
jamf	1721947
arna	1080709
slg	1040971
bcauy	891765
ensg	1125376
prlb	1443669
kbr	1357615
shlx	1610466
snx	1177394
wen	30697
apnhy	1454177
sono	1314727
sgms	750004
unf	717954
icui	883984
jobs	1295484
ramp	733269
hli	1302215
spr	1364885
tlry	1731348
altr	1701732
mxchy	1435969
isday	1224306
hasi	1561894
bfly	1804176
clov	1801170
nvt	1720635
vvv	1674910
hxl	717605
nomd	1651717
swav	1642545
bli	1689657
dcp	1338065
tsuky	702257
pacw	1102112
mtsi	1493594
neog	711377
tenb	1660280
crnc	1768267
cbd	1038572
fubo	1484769
auy	1264089
celh	1341766
tree	1434621
ayi	1144215
lpsn	1102993
qfin	1741530
nav	808450
tv	912892
ida	1057877
pgny	1551306
tigr	1756699
esi	1590714
lysdy	1444327
ag	1308648
riot	1167419
thkly	1443275
safe	1688852
wygpy	1450021
rnmby	1450345
root	1788882
gpk	1408075
mtg	876437
neu	1282637
ads	1101215
bak	1071438
hain	910406
band	1514416
laz	1311370
stn	1131383
rhp	1040829
dqws	1652561
hiw	921082
swch	1710583
jbt	1433660
nea	1195737
chk	895126
pfsi	1745916
wdfc	105132
cef	1726122
jbgs	1689796
ntla	1652130
env	1337619
ugp	1094972
amba	1280263
gkos	1192448
swtx	1773427
axs	1214816
bxmt	1061630
ssd	920371
cigi	913353
alsn	1411207
reta	1358762
slgn	849869
czz	1402902
pinc	1577916
thg	944695
cc	1627223
amrs	1365916
tpdky	1436652
aeo	919012
vcyt	1384101
maury	62919
rxt	1810019
stl	1070154
pnm	1108426
trup	1371285
eye	1710155
hr	899749
cron	1656472
insm	1104506
sndr	1692063
nrz	1556593
bnr	1792267
vicr	751978
nfg	70145
sigi	230557
cri	1060822
rpd	1560327
nova	1772695
avnt	1122976
ajrd	40888
algt	1362468
ostk	1130713
affs	1365555
wtfc	1015328
ahco	1725255
itri	780571
tgna	39899
wcc	929008
ay	1601072
imab	1778016
adc	917251
trno	1476150
gra	1045309
ocdx	1828443
qts	1577368
nktr	906709
kbh	795266
aeis	927003
knsl	1669162
wimhy	1451554
wts	795403
rezi	1740332
pd	1568100
mrcy	1049521
aaon	824142
gulry	1449218
psn	275880
homb	1331520
rlay	1812364
cdna	1217234
umbf	101382
psb	866368
bcpc	9326
wtm	776867
dnmr	1779020
gt	42582
ifs	1615903
ptct	1070081
msp	1724570
msloy	1447112
cdlx	1666071
wing	1636222
ens	1289308
hypmy	1486749
qlys	1107843
fcn	887936
newr	1448056
tcbi	1077428
rdn	890926
go	1771515
vvnt	1713952
trtn	1660734
spsc	1092699
bku	1504008
ttec	1013880
kex	56047
apam	1517302
cbu	723188
he	354707
bzun	1625414
regi	1463258
dsp	1828791
am	1623925
kurry	1446655
chx	1723089
mlluy	1485888
lcii	763744
hpp	1482512
sbra	1492298
inov	1619954
athm	1527636
fnb	37808
umpq	1077771
viav	912093
aimc	1374535
dao	1781753
njr	356309
