standard,gaap_tag,statement
Total Revenue,UtilityRevenue,income
Total Revenue,OperatingIncomeLoss,income
Total Revenue,CostOfRevenue,income
Total Revenue,CostsAndExpensesIncludingInterest,income
Total Revenue,ProfitLoss,income
Total Revenue,NetIncomeLoss,income
Total Revenue,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,income
Total Revenue,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,income
Total Revenue,IncomeTaxExpenseBenefit,income
Total Revenue,OperatingExpensesWithWriteOffOfInProcessResearchAndDevelopment,income
Total Revenue,RealizedInvestmentGainsLosses,income
Total Revenue,ElectricalTransmissionAndDistributionRevenue,income
Total Revenue,SalesRevenueEnergyServices,income
Total Revenue,CargoAndFreightRevenueAndRegulatedAndUnregulatedOperatingRevenue,income
Total Revenue,ElectricDomesticRegulatedRevenue,income
Total Revenue,RevenuesExcludingCorporate,income
Total Revenue,SalesRevenueGoodsNetExcludingExciseAndSalesTaxes,income
Total Revenue,SalesRevenueNetOfExciseTaxes,income
Total Revenue,SalesRevenueNetPercent,income
Total Revenue,CostOfGoodsSold,income
Total Revenue,SegmentReportingInformationRevenue,income
Total Revenue,SalesRevenueGoodsGross,income
Total Revenue,InterestAndDebtExpense,income
Total Revenue,InterestExpenseAggregateExpenses,income
Total Revenue,InterestIncomeExpenseNet,income
Total Revenue,InterestExpenseDebt,income
Total Revenue,InterestIncomeExpenseNonoperatingNet,income
Total Revenue,InterestExpenseExcludingRelatedParty,income
Total Revenue,InvestmentIncomeInvestmentExpense,income
Total Revenue,InterestExpenseIS,income
Total Revenue,InterestExpenseOperating,income
Total Revenue,InterestIncomeExpensesNet,income
Total Revenue,InterestExpenseBorrowings,income
Total Revenue,InterestExpenses,income
Total Revenue,InterestRevenueExpenseNet,income
Total Revenue,InterestExpenseReversal,income
Total Revenue,CashInterestExpense,income
Total Revenue,SalesAndOtherOperatingRevenueIncludingSalesBasedTaxes,income
Total Revenue,FeesAndCommissionsMortgageBanking,income
Total Revenue,FeesAndCommissionsMortgageBankingAndServicing,income
Total Revenue,ComprehensiveIncomeNetOfTax,income
Total Revenue,WeightedAverageNumberOfDilutedSharesOutstanding,income
Total Revenue,RevenueFromRelatedParties,income
Total Revenue,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,income
Total Revenue,CommonStockDividendsPerShareCashPaid,income
Total Revenue,EffectiveIncomeTaxRateContinuingOperations,income
Total Revenue,RetainedEarningsAccumulatedDeficit,income
Total Revenue,NoninterestIncome,income
Total Revenue,CommonStockDividendsPerShareDeclaredAndPaid,income
Total Revenue,CommonStockDividendsPerShareDeclared,income
Total Revenue,IncomeLossFromContinuingOperationsPerDilutedShare,income
Total Revenue,GainsLossesOnExtinguishmentOfDebt,income
Total Revenue,RevenueFromContractWithCustomerAndOtherOperatingRevenuesExcludingAssessedTax,income
Total Revenue,PremiumAndServiceRevenues,income
Total Revenue,AssetManagementFees1,income
Total Revenue,InsuranceAgencyManagementFee,income
Total Revenue,RevenueOtherFinancialServices,income
Total Revenue,OtherSalesRevenueNet,income
Total Revenue,OtherIncome,income
Total Revenue,NoninterestIncomeOtherOperatingIncome,income
Total Revenue,HealthCareOrganizationOtherRevenue,income
Total Revenue,OtherHotelOperatingRevenue,income
Total Revenue,RegulatedOperatingRevenueOther,income
Total Revenue,ServiceFees,income
Total Revenue,NonInsuranceServiceRevenues,income
Total Revenue,JointVentureManagmentAndOtherFees,income
Total Revenue,ManagementFeesRevenue,income
Total Revenue,ServicesAndOther,income
Total Revenue,SalesRevenueServicesandOtherNet,income
Total Revenue,CostofServicesandOther,income
Total Revenue,ServicesandOtherGrossProfit,income
Total Revenue,CostOfServices,income
Total Revenue,ServicesGrossProfit,income
Total Revenue,ManagementFeesRevenueAndOtherIncome,income
Total Revenue,OtherRealEstateRevenue,income
Total Revenue,HealthCareOrganizationResidentServiceRevenue,income
Total Revenue,SiteDevelopment,income
Total Revenue,TrustInvestmentAndOtherServicingFees,income
