standard,gaap_tag,statement
As Reported Total Revenue,ServicesGrossProfit,income
As Reported Total Revenue,CostOfGoodsAndServicesSold,income
As Reported Total Revenue,ManagementFeesRevenueAndOtherIncome,income
As Reported Total Revenue,HealthCareOrganizationResidentServiceRevenue,income
As Reported Total Revenue,OtherRealEstateRevenue,income
As Reported Total Revenue,SiteDevelopment,income
As Reported Total Revenue,TrustInvestmentAndOtherServicingFees,income
As Reported Total Revenue,SalesAndOtherOperatingRevenueIncludingSalesBasedTaxes,income
As Reported Total Revenue,EarningsPerShareDiluted,income
As Reported Total Revenue,CostsAndExpenses,income
As Reported Total Revenue,RevenuesAndOtherIncome,income
As Reported Total Revenue,TotalRevenuesAndOtherIncome,income
As Reported Total Revenue,RevenuesOperatingAndNonoperating,income
As Reported Total Revenue,OperatingExpenses,income
As Reported Total Revenue,EarningsPerShareBasic,income
As Reported Total Revenue,NoninterestExpense,income
As Reported Total Revenue,BenefitsLossesAndExpenses,income
As Reported Total Revenue,NonoperatingIncomeExpense,income
As Reported Total Revenue,OperatingIncomeLoss,income
As Reported Total Revenue,CostOfRevenue,income
As Reported Total Revenue,CostsAndExpensesIncludingInterest,income
As Reported Total Revenue,ProfitLoss,income
As Reported Total Revenue,NetIncomeLoss,income
As Reported Total Revenue,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,income
As Reported Total Revenue,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,income
As Reported Total Revenue,IncomeTaxExpenseBenefit,income
As Reported Total Revenue,OperatingExpensesWithWriteOffOfInProcessResearchAndDevelopment,income
As Reported Total Revenue,RealizedInvestmentGainsLosses,income
As Reported Total Revenue,OperatingLeasesIncomeStatementLeaseRevenueAndOtherRealEstateRevenue,income
As Reported Total Revenue,ComprehensiveIncomeNetOfTax,income
As Reported Total Revenue,WeightedAverageNumberOfDilutedSharesOutstanding,income
As Reported Total Revenue,RevenueFromRelatedParties,income
As Reported Total Revenue,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,income
As Reported Total Revenue,CommonStockDividendsPerShareCashPaid,income
As Reported Total Revenue,EffectiveIncomeTaxRateContinuingOperations,income
As Reported Total Revenue,RetainedEarningsAccumulatedDeficit,income
As Reported Total Revenue,NoninterestIncome,income
As Reported Total Revenue,CommonStockDividendsPerShareDeclaredAndPaid,income
As Reported Total Revenue,CommonStockDividendsPerShareDeclared,income
As Reported Total Revenue,IncomeLossFromContinuingOperationsPerDilutedShare,income
As Reported Total Revenue,GainsLossesOnExtinguishmentOfDebt,income
